0	30000	1700	47	90	275	0.7	529.795918367347	
1	29953.0	1698.8102015103157	47.0	90	274.778	1	529.5014285714286	
2	29906.01964119418	1697.619922241858	46.98035880582181	89	274.55600000000004	1	529.2069387755103	
3	29859.0785811217	1696.4295244317161	46.94106007248078	88	274.33400000000006	1	528.912448979592	
4	29812.19648770659	1695.2393707565234	46.88209341510647	87	274.1120000000001	1	528.6179591836735	
5	29765.39303328787	1694.0498242228591	46.803454418721174	86	273.8900000000001	1	528.3234693877553	
6	29718.68788864165	1692.8612480574318	46.705144646221235	85	273.6680000000001	1	528.0289795918369	
7	29672.10071699709	1691.674005597072	46.58717164455656	84	273.44600000000014	1	527.7344897959185	
8	29625.651168047985	1690.4884601785711	46.449548949104646	83	273.22400000000016	1	527.4400000000003	
9	29579.35887196175	1689.3049750283976	46.2922960862357	82	273.0020000000002	1	527.1455102040818	
10	29533.243433387684	1688.1239131523232	46.11543857406616	81	272.7800000000002	1	526.8510204081635	
11	29487.324425466286	1686.9456372249954	45.91900792139834	80	272.5580000000002	1	526.5565306122452	
12	29441.62138384144	1685.7705094794853	45.703041624844516	79	272.33600000000024	1	526.2620408163268	
13	29396.153800677304	1684.5988915968483	45.46758316413436	78	272.11400000000026	1	525.9675510204086	
14	29350.941118681698	1683.4311445957278	45.212681995605095	77	271.8920000000003	1	525.6730612244901	
15	29306.002725137823	1682.2676287220374	44.938393543874334	76	271.6700000000003	1	525.3785714285718	
16	29261.35794594613	1681.1087033387541	44.64477919169613	75	271.4480000000003	1	525.0840816326535	
17	29217.026039678127	1679.9547268158556	44.331906268001276	74	271.22600000000034	1	524.7895918367351	
18	29173.026191644003	1678.8060564204363	43.99984803412345	73	271.00400000000036	1	524.4951020408168	
19	29129.37750797579	1677.663048207035	43.648683668213394	72	270.7820000000004	1	524.2006122448985	
20	29086.099009727946	1676.5260569082063	43.278498247843764	71	270.5600000000004	1	523.9061224489801	
21	29043.209626997137	1675.3954358253716	42.889382730807995	70	270.3380000000004	1	523.6116326530619	
22	29000.72819306302	1674.27153671998	42.48143393411688	69	270.11600000000044	1	523.3171428571435	
23	28958.67343855182	1673.1547097050159	42.05475451119728	68	269.89400000000046	1	523.0226530612251	
24	28917.06398562452	1672.045303136882	41.60945292729783	67	269.6720000000005	1	522.7281632653066	
